begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT.1,APPOSITION,NOMINAL,PRONOUN,pbegin,pbegin_ind,pbegin_pos,pend,pend_ind,pend_pos,parsed_mention,mention
22850,22858,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,16441.0,243.0,0.0,16448.0,243.0,7.0,LT.HICOX,LT.HICOX
22900,22929,,,-1,-1,"le in, and
          take off.","the lovely
          fraulein",          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,16480.0,244.0,31.0,16498.0,244.0,49.0,the lovely fraulein,"the lovely
          fraulein"
23007,23022,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16505.0,246.0,0.0,16519.0,246.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
23116,23131,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16581.0,248.0,0.0,16595.0,248.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
23142,23143,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16596.0,249.0,0.0,16596.0,249.0,0.0,I,I
23161,23165,,,-1,-1,"le in, and
          take off.",Your,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,16615.0,249.0,19.0,16618.0,249.0,22.0,Your,Your
23214,23215,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16658.0,249.0,62.0,16658.0,249.0,62.0,I,I
23237,23240,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,16671.0,249.0,75.0,16673.0,249.0,77.0,you,you
23257,23270,,,-1,-1,"le in, and
          take off.",LT  I'! I COX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,16679.0,250.0,0.0,16690.0,250.0,11.0,LT I'! I COX,LT  I'! I COX
23281,23284,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16691.0,251.0,0.0,16693.0,251.0,2.0,You,You
23325,23340,,,-1,-1,"le in, and
          take off.",MAJOR BELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16723.0,252.0,0.0,16737.0,252.0,14.0,MAJOR BELLSTROM,MAJOR BELLSTROM
23377,23385,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,16752.0,254.0,0.0,16759.0,254.0,7.0,LT.HICOX,LT.HICOX
23518,23533,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16850.0,256.0,0.0,16864.0,256.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
23568,23570,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,,,,,,,,he
23614,23617,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,16892.0,257.0,27.0,16894.0,257.0,29.0,you,you
23656,23664,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,16932.0,259.0,0.0,16939.0,259.0,7.0,LT.HICOX,LT.HICOX
23685,23693,,,-1,-1,"le in, and
          take off.",Goebbels,          EXT - LA LOUISIANE (,4,Goebbels,False,False,False,False,False,False,False,16950.0,260.0,10.0,16957.0,260.0,17.0,Goebbels,Goebbels
23721,23734,,,-1,-1,"le in, and
          take off.",the frauleins,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,16976.0,260.0,36.0,16988.0,260.0,48.0,the frauleins,the frauleins
23754,23769,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,16997.0,261.0,0.0,17011.0,261.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
23780,23784,,,-1,-1,"le in, and
          take off.",Your,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,17012.0,262.0,0.0,17015.0,262.0,3.0,Your,Your
23785,23798,,,-1,-1,"le in, and
          take off.",the frauleins,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,17017.0,262.0,5.0,17029.0,262.0,17.0,the frauleins,the frauleins
23818,23826,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,17038.0,263.0,0.0,17045.0,263.0,7.0,LT.HICOX,LT.HICOX
23910,23917,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17097.0,265.0,0.0,17103.0,265.0,6.0,BRIDGET,BRIDGET
23928,23939,,,-1,-1,"le in, and
          take off.",The Captain,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,17104.0,266.0,0.0,17114.0,266.0,10.0,The Captain,The Captain
23943,23945,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17119.0,266.0,15.0,17120.0,266.0,16.0,my,my
23980,23982,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17146.0,266.0,42.0,17147.0,266.0,43.0,my,my
24009,24014,,,-1,-1,"le in, and
          take off.",Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,17175.0,266.0,71.0,17179.0,266.0,75.0,Major,Major
24141,24156,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,17265.0,267.0,0.0,17279.0,267.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
24191,24193,,,-1,-1,"le in, and
          take off.",me,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,17304.0,268.0,24.0,17305.0,268.0,25.0,me,me
24268,24275,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17359.0,269.0,0.0,17365.0,269.0,6.0,BRIDGET,BRIDGET
24286,24287,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17366.0,270.0,0.0,17366.0,270.0,0.0,I,I
24542,24557,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,17504.0,272.0,0.0,17518.0,272.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
24568,24569,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,17519.0,273.0,0.0,17519.0,273.0,0.0,I,I
24644,24645,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,17585.0,273.0,66.0,17585.0,273.0,66.0,I,I
24682,24686,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,17613.0,273.0,94.0,17616.0,273.0,97.0,your,your
24699,24704,,,-1,-1,"le in, and
          take off.",Cap't,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,17630.0,273.0,111.0,17634.0,273.0,115.0,Cap't,Cap't
24855,24862,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17734.0,274.0,0.0,17740.0,274.0,6.0,BRIDGET,BRIDGET
24966,24974,,,-1,-1,"le in, and
          take off.",Lt.Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,17814.0,275.0,72.0,17821.0,275.0,79.0,Lt.Hicox,Lt.Hicox
24998,25005,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17846.0,275.0,104.0,17864.0,275.0,122.0,"Bridget , interrupt",Bridget
25015,25018,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17879.0,276.0,8.0,17881.0,276.0,10.0,she,she
25055,25058,,,-1,-1,"le in, and
          take off.",him,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,,,,,,,,him
25071,25078,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,17895.0,277.0,0.0,17901.0,277.0,6.0,BRIDGET,BRIDGET
25116,25131,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,17917.0,279.0,0.0,17931.0,279.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
25163,25172,,,-1,-1,"le in, and
          take off.",The Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,17941.0,281.0,0.0,17949.0,281.0,8.0,The Major,The Major
25254,25261,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,18022.0,281.0,81.0,18028.0,281.0,87.0,Bridget,Bridget
25291,25306,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,18047.0,282.0,0.0,18061.0,282.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
25539,25541,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,18234.0,283.0,172.0,18235.0,283.0,173.0,He,He
25548,25551,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,18243.0,283.0,181.0,18245.0,283.0,183.0,his,his
25582,25586,,,-1,-1,"le in, and
          take off.",Eric,          EXT - LA LOUISIANE (,17,Eric,False,False,False,False,False,False,False,18254.0,285.0,0.0,18257.0,285.0,3.0,Eric,Eric
26022,26024,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,18576.0,285.0,322.0,18577.0,285.0,323.0,He,He
26113,26128,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,18612.0,287.0,5.0,18626.0,287.0,19.0,MAJOR HELLSTROM,MAJOR HELLSTROM
26243,26258,,,-1,-1,"le in, and
          take off.",Major Hellstrom,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,18701.0,287.0,94.0,18715.0,287.0,108.0,Major Hellstrom,Major Hellstrom
26339,26342,,,-1,-1,"le in, and
          take off.",HIM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,18787.0,287.0,180.0,18789.0,287.0,182.0,HIM,HIM
26385,26393,,,-1,-1,"le in, and
          take off.",STIGLITZ,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,18823.0,287.0,216.0,18830.0,287.0,223.0,STIGLITZ,STIGLITZ
26399,26405,,,-1,-1,"le in, and
          take off.",Majors,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,18837.0,287.0,230.0,18842.0,287.0,235.0,Majors,Majors
26453,26455,,,-1,-1,"le in, and
          take off.",we,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,18881.0,287.0,274.0,18882.0,287.0,275.0,we,we
26536,26540,,,-1,-1,"le in, and
          take off.",Hugo,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,18954.0,287.0,347.0,18957.0,287.0,350.0,Hugo,Hugo
26631,26634,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,19039.0,287.0,432.0,19041.0,287.0,434.0,his,his
26694,26702,,,-1,-1,"le in, and
          take off.",Stiglitz,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,19092.0,287.0,485.0,19099.0,287.0,492.0,Stiglitz,Stiglitz
26813,26823,,,-1,-1,"le in, and
          take off.",The Majors,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,19181.0,287.0,574.0,19190.0,287.0,583.0,The Majors,The Majors
26871,26886,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19227.0,288.0,0.0,19241.0,288.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
27339,27352,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19574.0,294.0,0.0,19586.0,294.0,12.0,MAJ.KING KONG,MAJ.KING KONG
27363,27364,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19587.0,295.0,0.0,19587.0,295.0,0.0,I,I
27407,27408,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19620.0,296.0,3.0,19620.0,296.0,3.0,I,I
27450,27457,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,19640.0,298.0,0.0,19646.0,298.0,6.0,BRIDGET,BRIDGET
27483,27496,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19650.0,300.0,0.0,19662.0,300.0,12.0,MAJ.KING KONG,MAJ.KING KONG
27510,27511,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19667.0,300.0,17.0,19667.0,300.0,17.0,I,I
27556,27561,,,-1,-1,"le in, and
          take off.",Wicki,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,19702.0,301.0,22.0,19706.0,301.0,26.0,Wicki,Wicki
27579,27584,,,-1,-1,"le in, and
          take off.",WICKI,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,19713.0,302.0,0.0,19717.0,302.0,4.0,WICKI,WICKI
27610,27612,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19733.0,303.0,15.0,19734.0,303.0,16.0,he,he
27697,27704,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,19748.0,305.0,0.0,19754.0,305.0,6.0,BRIDGET,BRIDGET
27746,27748,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19786.0,306.0,31.0,19787.0,306.0,32.0,he,he
27794,27807,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19812.0,307.0,0.0,19824.0,307.0,12.0,MAJ.KING KONG,MAJ.KING KONG
27826,27827,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19833.0,308.0,8.0,19833.0,308.0,8.0,I,I
27894,27907,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19879.0,309.0,0.0,19891.0,309.0,12.0,MAJ.KING KONG,MAJ.KING KONG
27957,27962,,,-1,-1,"le in, and
          take off.",WICKI,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,19919.0,311.0,0.0,19923.0,311.0,4.0,WICKI,WICKI
27981,27984,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19932.0,312.0,8.0,19934.0,312.0,10.0,you,you
27997,28010,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19936.0,313.0,0.0,19948.0,313.0,12.0,MAJ.KING KONG,MAJ.KING KONG
28029,28031,,,-1,-1,"le in, and
          take off.",My,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,19957.0,314.0,8.0,19958.0,314.0,9.0,My,My
28161,28174,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20057.0,315.0,0.0,20069.0,315.0,12.0,MAJ.KING KONG,MAJ.KING KONG
28265,28266,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20140.0,316.0,70.0,20140.0,316.0,70.0,I,I
28292,28294,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20157.0,316.0,87.0,20158.0,316.0,88.0,my,my
28343,28344,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20198.0,316.0,128.0,20198.0,316.0,128.0,I,I
28392,28395,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20237.0,316.0,167.0,20239.0,316.0,169.0,you,you
28413,28426,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20246.0,317.0,0.0,20258.0,317.0,12.0,MAJ.KING KONG,MAJ.KING KONG
28537,28538,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20339.0,318.0,80.0,20339.0,318.0,80.0,I,I
28574,28575,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20376.0,318.0,117.0,20376.0,318.0,117.0,I,I
28613,28615,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20405.0,318.0,146.0,20406.0,318.0,147.0,my,my
28653,28654,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20435.0,318.0,176.0,20435.0,318.0,176.0,I,I
28676,28678,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20458.0,318.0,199.0,20459.0,318.0,200.0,my,my
28717,28719,,,-1,-1,"le in, and
          take off.",me,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20489.0,318.0,230.0,20490.0,318.0,231.0,me,me
28799,28800,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20551.0,318.0,292.0,20551.0,318.0,292.0,I,I
28852,28853,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20594.0,318.0,335.0,20594.0,318.0,335.0,I,I
28894,28907,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20614.0,319.0,0.0,20626.0,319.0,12.0,MAJ.KING KONG,MAJ.KING KONG
28922,28923,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20631.0,320.0,4.0,20631.0,320.0,4.0,I,I
28972,28985,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20659.0,321.0,0.0,20671.0,321.0,12.0,MAJ.KING KONG,MAJ.KING KONG
29025,29026,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20701.0,322.0,29.0,20701.0,322.0,29.0,I,I
29115,29128,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20719.0,324.0,0.0,20731.0,324.0,12.0,MAJ.KING KONG,MAJ.KING KONG
29144,29145,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20737.0,325.0,5.0,20737.0,325.0,5.0,I,I
29172,29173,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20765.0,325.0,33.0,20765.0,325.0,33.0,I,I
29233,29246,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20794.0,326.0,0.0,20806.0,326.0,12.0,MAJ.KING KONG,MAJ.KING KONG
29260,29261,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20810.0,327.0,3.0,20810.0,327.0,3.0,I,I
29340,29353,,,-1,-1,"le in, and
          take off.",MAJ.KING KONG,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20868.0,328.0,0.0,20880.0,328.0,12.0,MAJ.KING KONG,MAJ.KING KONG
29374,29375,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20891.0,329.0,10.0,20891.0,329.0,10.0,I,I
29405,29407,,,-1,-1,"le in, and
          take off.",Be,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,True,False,False,True,20912.0,329.0,31.0,20913.0,329.0,32.0,Be,Be
29461,29464,,,-1,-1,"le in, and
          take off.",him,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20958.0,329.0,77.0,20960.0,329.0,79.0,him,him
29477,29492,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20962.0,330.0,0.0,20976.0,330.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
29513,29514,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,20987.0,331.0,10.0,20987.0,331.0,10.0,I,I
29658,29673,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,21100.0,332.0,0.0,21114.0,332.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
29712,29720,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,21131.0,334.0,0.0,21138.0,334.0,7.0,LT.HICOX,LT.HICOX
29731,29736,,,-1,-1,"le in, and
          take off.",Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,21139.0,335.0,0.0,21143.0,335.0,4.0,Major,Major
29738,29739,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,21146.0,335.0,7.0,21146.0,335.0,7.0,I,I
29912,29917,,,-1,-1,"le in, and
          take off.",Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,21280.0,335.0,141.0,21284.0,335.0,145.0,Major,Major
29919,29920,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,21287.0,335.0,148.0,21287.0,335.0,148.0,I,I
29931,29934,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,21299.0,335.0,160.0,21301.0,335.0,162.0,you,you
29961,29976,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,21317.0,336.0,0.0,21331.0,336.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
29987,29988,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,21332.0,337.0,0.0,21332.0,337.0,0.0,I,I
30003,30008,,,-1,-1,"le in, and
          take off.",Cap't,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,21348.0,337.0,16.0,21352.0,337.0,20.0,Cap't,Cap't
30023,30045,,,-1,-1,"le in, and
          take off.","the
          fraulein",          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,21368.0,337.0,36.0,21379.0,337.0,47.0,the fraulein,"the
          fraulein"
30056,30058,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,21391.0,337.0,59.0,21392.0,337.0,60.0,my,my
30096,30097,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,21421.0,337.0,89.0,21421.0,337.0,89.0,I,I
30140,30148,,,-1,-1,"le in, and
          take off.",fraulein,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,21455.0,337.0,123.0,21462.0,337.0,130.0,fraulein,fraulein
30153,30154,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,21468.0,337.0,136.0,21468.0,337.0,136.0,I,I
