movie,text,robust,rule,correct,robust == correct,rule == correct,0.9927538981,0.9393376076
john_wick,"          jewels, and the like stashed therein.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John tosses the pistol inside, and walks away.",N,N,N,TRUE,TRUE,,
john_wick,80.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          As the fire grows, devouring the millions of dollars in",N,N,N,TRUE,TRUE,,
john_wick,liquid assets...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A BANK - THE STREET - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John casually walks across the street, ignoring the gawkers,",N,N,N,TRUE,TRUE,,
john_wick,and enters the alleyway.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A BANK - THE VAULT - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          The Bank Manager comes to with a groan, pulling himself up to",N,N,N,TRUE,TRUE,,
john_wick,his feet. His jaw draw drops -eyes wide- at the sight of the,N,N,N,TRUE,TRUE,,
john_wick,fire.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,BANK MANAGER,C,C,C,TRUE,TRUE,,
john_wick,...fuck... me...,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A DINER - THE REAR - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John tosses the gloves and mask into the trash, turns his",N,N,N,TRUE,TRUE,,
john_wick,"          jacket back out, slips it back on, and enters-",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A DINER - THE HALLWAY - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,-walking down the hallway to enter-,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A DINER - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,-slipping into his seat as the Waitress arrives with his,N,N,N,TRUE,TRUE,,
john_wick,coffee and donut.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,WAITRESS,C,C,C,TRUE,TRUE,,
john_wick,Anything else?,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,JOHN,C,C,C,TRUE,TRUE,,
john_wick,That'll do. Thank you.,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John takes a deep breath, exhales...",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...and relaxes as across the street, the Bank Manager emerges",N,N,N,TRUE,TRUE,,
john_wick,"          from the building, and flees off down the street.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,FADE TO:,T,T,T,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A BANK - LATER,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,A beat... and the trio of intimidating sedans pull up to the,N,N,N,TRUE,TRUE,,
john_wick,curb.,N,N,N,TRUE,TRUE,,
john_wick,81.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          The gunmen in the rear and front vehicles emerge, studying",N,N,N,TRUE,TRUE,,
john_wick,their surroundings. A beat... and one of the gunman slaps a,N,N,N,TRUE,TRUE,,
john_wick,hand to the roof of the center car.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Proceeded -and preceded- by a bodyguard, Viggo emerges,",N,N,N,TRUE,TRUE,,
john_wick,"          stuffs his hands into his pockets, and marches into the bank",N,N,N,TRUE,TRUE,,
john_wick,as across the street...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A CAFE - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...John watches.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,JOHN,C,C,C,TRUE,TRUE,,
john_wick,(MUTTERS),E,E,E,TRUE,TRUE,,
john_wick,No cops. That's new.,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,WAITRESS,C,C,C,TRUE,TRUE,,
john_wick,"                    We good, hon?",D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,JOHN,C,C,C,TRUE,TRUE,,
john_wick,"                    Yeah.    Yeah, we're good. Thanks.",D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,The waitress rips the receipt off of her pad-,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,WAITRESS,C,C,C,TRUE,TRUE,,
john_wick,Anytime.,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,-and drops it on the table in front of him.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John stands, tosses a twenty down on top of it, turns, and",N,N,N,TRUE,TRUE,,
john_wick,"          leaves, snagging a toothpick at the cashier's booth before",N,N,N,TRUE,TRUE,,
john_wick,exiting.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. AN ALLEY - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          As John walks, he reaches down behind a trash can...",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...and retrieves a LARGE BRIEFCASE.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A BANK - SECONDARY VAULT - LATER,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Viggo stands in the center of the small room with his head,N,N,N,TRUE,TRUE,,
john_wick,"          down, prodding a smoldering Picasso with the tip of his foot.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO,C,C,C,TRUE,TRUE,,
john_wick,"                        (in Russian, subtitled)",E,E,E,TRUE,TRUE,,
john_wick,Where's the manager?,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,The question is met by silence.,N,N,N,TRUE,TRUE,,
john_wick,82.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,"                        (in Russian, subtitled)",E,E,E,TRUE,TRUE,,
john_wick,"                    I'd run, too.",D,D,D,TRUE,TRUE,,
john_wick,"                        (a beat, then in English)",E,E,E,TRUE,TRUE,,
john_wick,What a shame... what a fucking...,D,D,D,TRUE,TRUE,,
john_wick,(SIGHS),E,E,E,TRUE,TRUE,,
john_wick,...shame...,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Viggo is trembling with rage, hands clenched at his sides,",N,N,N,TRUE,TRUE,,
john_wick,eyes unblinking.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,"                        (in Russian, subtitled)",E,E,E,TRUE,TRUE,,
john_wick,Iosef... my son... is worth less,D,D,D,TRUE,TRUE,,
john_wick,than this... far less... treasures,D,D,D,TRUE,TRUE,,
john_wick,reduced to ash...,D,D,D,TRUE,TRUE,,
john_wick,"                        (in Russian, subtitled)",E,E,E,TRUE,TRUE,,
john_wick,...ash...,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A BANK - LATER,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          With his head down -hands stuffed deep into his pockets, a",N,N,N,TRUE,TRUE,,
john_wick,"          cigarette smoldering between his lips- Viggo exits, slowly",N,N,N,TRUE,TRUE,,
john_wick,making his way towards his car.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A DIESEL TRUCK - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Perched behind the wheel -the driver's side window missing-,N,N,N,TRUE,TRUE,,
john_wick,"          John shifts gears, slams his foot down onto the gas...",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...and narrows his eyes, tensing, his knuckles creaking from",N,N,N,TRUE,TRUE,,
john_wick,within leather gloves as his fingers constrict around the,N,N,N,TRUE,TRUE,,
john_wick,wheel of the stolen vehicle.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A BANK - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          The gunmen react to the sound of the engine's roar, the two",N,N,N,TRUE,TRUE,,
john_wick,"          nearest it's approach dropping to a knee, aiming, and firing.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Bullets slam into the windshield -a round slashing into,N,N,N,TRUE,TRUE,,
john_wick,"          John's cheek, clipping his ear- and engine block before the",N,N,N,TRUE,TRUE,,
john_wick,front left tire blows.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John loses control of the truck which fishtails wildly,",N,N,N,TRUE,TRUE,,
john_wick,"          slamming into a sedan, crushing two gunmen before it",N,N,N,TRUE,TRUE,,
john_wick,"          cartwheels through their midst, killing three more before",N,N,N,TRUE,TRUE,,
john_wick,coming to a stop on its side.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,A gunmen pushes Viggo towards the center sedan-,N,N,N,TRUE,TRUE,,
john_wick,83.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,GUNMEN,C,C,C,TRUE,TRUE,,
john_wick,"                        (in Russian, subtitled)",E,E,E,TRUE,TRUE,,
john_wick,GET IN! NOW!,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,-shoving him inside.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Three gunmen approach the truck, firing repeatedly.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A DIESEL TRUCK - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Dazed, John -his face cut by glass, fresh wounds seeping hot",N,N,N,TRUE,TRUE,,
john_wick,"          blood- reaches over into the open briefcase, removing the",N,N,N,TRUE,TRUE,,
john_wick,silenced-UZI therein.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John shoots out the sunroof, dragging himself free of the",N,N,N,TRUE,TRUE,,
john_wick,vehicle as he ducks for cover.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A STREET - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          As the Sedan peels out, John swiftly ejects the clip, selects",N,N,N,TRUE,TRUE,,
john_wick,"          another -wrapped in blue tape, these ARMOR-PIERCING BULLETS",N,N,N,TRUE,TRUE,,
john_wick,"          are dark gray, seemingly sharpened to a tip- from a clip",N,N,N,TRUE,TRUE,,
john_wick,"          belt, slaps it into weapon, drops to a knee and-",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,-as the Sedan drives past-,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,-depresses the trigger.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. THE SEDAN - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Bullets easily punch through the doors and windows, riddling",N,N,N,TRUE,TRUE,,
john_wick,the dash..,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...the passenger, the driver...",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...the seats...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...one gunmen, Viggo, another gunmen...",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...and the seats.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. THE STREET - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          The Sedan veers off, plummeting into the store front of a",N,N,N,TRUE,TRUE,,
john_wick,pharmacy.,N,N,N,TRUE,TRUE,,
john_wick,84.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A BANK - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John ejects the spent clip, selects another wrapped in blue",N,N,N,TRUE,TRUE,,
john_wick,"          tape, turns towards the fallen truck, and pulls the trigger.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          The bullets punch through the roof, seats/floor, and",N,N,N,TRUE,TRUE,,
john_wick,undercarriage of the vehicle...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...cutting the remaining gunmen to shreds on the sidewalk,N,N,N,TRUE,TRUE,,
john_wick,behind it.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,The clip empties.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Silence.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John tosses the Uzi into the truck, turns, and walks towards",N,N,N,TRUE,TRUE,,
john_wick,the store front from which the rear half of a sedan,N,N,N,TRUE,TRUE,,
john_wick,"          protrudes, pausing to slip free a silenced-pistol from a dead",N,N,N,TRUE,TRUE,,
john_wick,man's hand.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. A PHARMACY - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John enters, glancing into the Sedan as he moves past: the",N,N,N,TRUE,TRUE,,
john_wick,"          gunmen are all dead, but Viggo is missing, a rear door open.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,John rounds the corner...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...to see a trail of blood.    He follows it...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...to find Viggo dragging his broken body, his switchblade in",N,N,N,TRUE,TRUE,,
john_wick,"          one hand, his cellphone in the other. The knife is",N,N,N,TRUE,TRUE,,
john_wick,unceremoniously dropped as he struggles to dial 9... 1...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...before the phone slips through his fingers, slick with",N,N,N,TRUE,TRUE,,
john_wick,blood.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO,C,C,C,TRUE,TRUE,,
john_wick,"                         (in Russian, subtitled)",E,E,E,TRUE,TRUE,,
john_wick,NO! NO!,D,C,D,TRUE,FALSE,,
john_wick,(SIGHS),E,E,E,TRUE,TRUE,,
john_wick,...no...,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John stands over him, the pistol level.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          As if sensing him, Viggo rolls over with a groan.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,"                     Tell me, John... and please... be",D,D,D,TRUE,TRUE,,
john_wick,honest... am I dying here?,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John hesitates, squats, and retrieves Viggo's cell phone.",N,N,N,TRUE,TRUE,,
john_wick,85.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,JOHN,C,C,C,TRUE,TRUE,,
john_wick,"                    Unless I complete the call, then...",D,D,D,TRUE,TRUE,,
john_wick,yes.,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO,C,C,C,TRUE,TRUE,,
john_wick,For me to die like this...,D,D,D,TRUE,TRUE,,
john_wick,"                        (spitting, enraged)",E,E,E,TRUE,TRUE,,
john_wick,...BECAUSE OF HIM...,D,C,D,TRUE,FALSE,,
john_wick,(SIGHS),E,E,E,TRUE,TRUE,,
john_wick,...would be unfortunate.,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Viggo is fading... fast.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,I was sending Iosef to a safe house,D,D,D,TRUE,TRUE,,
john_wick,in Moscow. I arranged for,D,D,D,TRUE,TRUE,,
john_wick,transport via... a grain ship...,D,D,D,TRUE,TRUE,,
john_wick,out of Newark...,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Viggo coughs, trembling.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,VIGGO (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,...please...,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John stands, dials an additional ""1"", and the send button...",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...but it is too late:   Viggo is dead.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John tosses the phone down onto Viggo's chest, slips the gun",N,N,N,TRUE,TRUE,,
john_wick,"          into the back of his pants, turns and as he walks towards the",N,N,N,TRUE,TRUE,,
john_wick,store front...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...grabs a bottle of rubbing alcohol from the shelf,",N,N,N,TRUE,TRUE,,
john_wick,unscrewing the cap.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A STREET - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          John dumps the bottle onto his head, gritting his teeth, as",N,N,N,TRUE,TRUE,,
john_wick,behind him...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,...the sedan EXPLODES behind him.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,John does not react.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          He tosses aside the bottle, stuffs his hands into his",N,N,N,TRUE,TRUE,,
john_wick,"          pockets, lowers his head, and walks on.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,FADE TO:,T,T,T,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. THE CONTINENTAL - ESTABLISHING - DAY,S,S,S,TRUE,TRUE,,
john_wick,86.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. HARRY'S HOTEL ROOM - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          David sits in a chair with his head down: his ankles, wrists,",N,N,N,TRUE,TRUE,,
john_wick,"          mouth, and eyes bound by duct tape. A weathered hand reaches",N,N,N,TRUE,TRUE,,
john_wick,over and RIPS the tape off of his eyes.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,David winces out of pain and the brutal sensation of light.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,HARRY (O.C.),C,C,C,TRUE,TRUE,,
john_wick,Housekeepin'll find ya'.,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Dressed in a three-piece suit, Harry places an old -but",N,N,N,TRUE,TRUE,,
john_wick,"          gingerly cared for- hat upon his head, a ring upon his finger",N,N,N,TRUE,TRUE,,
john_wick,"          glistening, his watch an enviable antique.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,HARRY (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,But son? You done a bit a',D,D,D,TRUE,TRUE,,
john_wick,business on the Continental,D,D,D,TRUE,TRUE,,
john_wick,grounds...,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Harry lifts his suitcase and turns heading for the door.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,HARRY (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,"                    ...and management, well...",D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Harry opens the door...,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,HARRY (CONT'D),C,C,C,TRUE,TRUE,,
john_wick,...they don't take kindly to that,D,D,D,TRUE,TRUE,,
john_wick,sort a' thing.,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          ...and exits, leaving the door ajar.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          David slumps in his seat; exhausted, broken, and defeated.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,FADE TO:,T,T,T,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. A CITYSCAPE - ESTABLISHING - DAY/NIGHT,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          SUPER: NEWARK, NEW JERSEY",S,N,S,TRUE,FALSE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Day becomes night.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. THE DOCKS - ESTABLISHING - NIGHT,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          A bustling mecca of commerce, the port never sleeps; ships",N,N,N,TRUE,TRUE,,
john_wick,"          of all shapes and sizes dock, empty their shipment, refilled",N,N,N,TRUE,TRUE,,
john_wick,"          with return cargo, and slip out into the night.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          A multi-hulled beast of a ship, THE CHAYKA (Seagull) rests",N,N,N,TRUE,TRUE,,
john_wick,"          dock-side, its bridge guarded by a small army of security",N,N,N,TRUE,TRUE,,
john_wick,guards.,N,N,N,TRUE,TRUE,,
john_wick,87.,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Overhead, scattered throughout the cranes, are a half-dozen",N,N,N,TRUE,TRUE,,
john_wick,"          SNIPERS, searching/studying the dockyard.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. THE CHAYKA - THE HULL - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,Cellophane-wrapped pallets of WEAPONS and bales of CASH are,N,N,N,TRUE,TRUE,,
john_wick,carried by forklifts into the center of the hull and bolted,N,N,N,TRUE,TRUE,,
john_wick,to the floor.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Meanwhile, two dozen high-end, luxury cars enter the hull,",N,N,N,TRUE,TRUE,,
john_wick,"          each driven into its own reinforced, steel crate, the doors",N,N,N,TRUE,TRUE,,
john_wick,sealed shut behind them.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          As the last WORKER leaves, he shouts into his walkie-talkie.",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,WORKER,C,C,C,TRUE,TRUE,,
john_wick,FILL HER UP!,D,D,D,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Overhead, a large chute appears-",N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,EXT. THE CHAYKA - CONTINUOUS,N,S,N,TRUE,FALSE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          -and the OPERATOR presses a button, sending a seemingly",N,N,N,TRUE,TRUE,,
john_wick,"          endless stream of grain down into the hull, covering the",N,N,N,TRUE,TRUE,,
john_wick,smuggled goods.,N,N,N,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,INT. THE CHAYKA - THE CAPTAIN'S CABIN - CONTINUOUS,S,S,S,TRUE,TRUE,,
john_wick,,O,O,O,TRUE,TRUE,,
john_wick,"          Chewing on an unlit cigar, the CAPTAIN -60s, enormous,",N,N,N,TRUE,TRUE,,
